certifier_name,title,facility_count,state_count,states,sample_facilities,classification
"TIMOTHY MCQUAID","CHIEF FINANCIAL OFFICER",1,1,"PA","PENNSWOOD VILLAGE","Small Operator"
"HELEN MACATANGAY","CEO",1,1,"CA","MILPITAS CARE CENTER","Small Operator"
"JUSTIN LEWIS","ADMINISTRATOR",1,1,"AZ","24TH STREET HEALTHCARE ASSOCIATES","Small Operator"
"MARIO MARASIGAN","PRESIDENT",1,1,"CA","MEADOWBROOK HEALTH CARE CENTER","Small Operator"
"MOISHE FRANKEL","PARTNER",1,1,"CA","PASADENA GROVE HEALTH CENTER","Small Operator"
"JEFF NYBERG","VP-FINANCE",1,1,"IL","ENCORE VILLAGE","Small Operator"
"TIFFANY CARTEE","ADMINISTRATOR",1,1,"IA","KANAWHA COMMUNITY HOME","Small Operator"
"SARA HIEBERT","CHIEF EXECUTIVE OFFICER",1,1,"KS","BETHESDA HOME","Small Operator"
"DANIEL BURNS","EXECUTIVE DIRECTOR",1,1,"MA","NEW ENGLAND HOMES FOR THE DEAF  INC.","Small Operator"
"TERRY ROBERTSON","CEO",1,1,"WA","JOSEPHINE CARING COMMUNITY","Small Operator"
"MARK JENKINS","CFO",1,1,"CA","ESKATON VILLAGE CARE CTR-CARMICHAEL","Small Operator"
"RO LINSCHEID","EXECUTIVE DIRECTOR/CEO",1,1,"CA","SIERRA VIEW HOMES","Small Operator"
"ROBERT LEAKE","CHIEF FINANCIAL OFFICER",1,1,"CT","DUNCASTER  INC DBA CALEB HITCHCOCK","Small Operator"
"DENNIS GEORGE","VICE PRESIDENT",1,1,"HI","THE CARE CENTER OF HONOLULU","Small Operator"
"MARY BETH ELSTER","AVP - ACCOUNTING OPERATIONS",1,1,"IL","THE MATHER","Small Operator"
"STEVE GAZDICK","CFO",1,1,"IN","HEALTHWIN","Small Operator"
"TIM STOLL","CEO",1,1,"MI","THURSTON WOODS VILLAGE","Small Operator"
"SOLOMON NEIMAN","CONTROLLER",1,1,"NY","CONCOURSE REHAB &  NURSING CENTER IN","Small Operator"
"KORI CUSTADO","ADMINISTRATOR",1,1,"CA","SKYLINE HEALTHCARE & WELLNESS CENTER","Small Operator"
"M. OLIVER ROSENBERG","CFO",1,1,"CA","DOWNEY COMMUNITY HEALTH CENTER","Small Operator"
"OSIRIS WHITE","ADMINISTRATOR",1,1,"TX","FOX SPARROW HEALTHCARE  INC.","Small Operator"
"MARY BETH ELSTER","AVP - FINANCIAL PLANNING",1,1,"AZ","SONORA AT SPLENDIDO","Small Operator"
"LOUIS DUGAL","OWNER",1,1,"ME","HIGH VIEW MANOR","Small Operator"
"NACHUM SOROKA","OWNER",1,1,"NH","GOFFSTOWN NURSING AND REHAB CENTER","Small Operator"
"MIKE PIPER","CHIEF FINANCIAL OFFICER",1,1,"VA","OAK LEA NURSING HOME","Small Operator"
"JOHN GANNON","ADMINISTRATOR",1,1,"WA","CHENEY CARE CENTER","Small Operator"
"JAMES R. KLUKA","ASSISTANT CONTROLLER",1,1,"WA","TOUCHMARK ON SOUTH HILL","Small Operator"
"DAVID JARVIS","ADMINISTRATOR",1,1,"WI","PLEASANT VIEW","Small Operator"
"THERESA BERTRAM","PRESIDENT/CEO/CFO",1,1,"WI","LUTHERAN HOME EDEN MEADOWS","Small Operator"
"RUSSELL CREWS","PRESIDENT",1,1,"TX","C.C. YOUNG MEMORIAL HOME","Small Operator"
"TERRI HOWELL","ADMINISTRATOR",1,1,"AL","JOHN KNOX MANOR II","Small Operator"
"AARON KUCK","ADMINISTRATOR",1,1,"AZ","SUNLAND HEALTH ASSOCIATES  LLC","Small Operator"
"COURTNEY DECKMAN","ADMINISTRATOR",1,1,"CO","COTTONTAIL CREEK HEALTHCARE  INC.","Small Operator"
"CHRISTINE BATTISTI KEANE","ADMINISTRATOR",1,1,"MA","RIVERCREST LONG TERM CARE FACILITY","Small Operator"
"JACKSON ALLEN","ADMINISTRATOR",1,1,"TX","CRYSTAL LAKE HEALTHCARE  INC.","Small Operator"
"PAUL BARRON","CEO",1,1,"CA","GARDEN CREST CONVALESCNET HOSPITAL","Small Operator"
"ANTHONY KALOMAS","ADMINISTRATOR",1,1,"CA","ROWLAND CONVALESCENT HOSPITAL","Small Operator"
"HEATH HUGHES","ADMINISTRATOR",1,1,"CO","ORMAN RIDGE HEALTHCARE LLC","Small Operator"
"CHARLES ROBB","EXECUTIVE VICE PRESIDENT  CFO",1,1,"MO","BISHOP SPENCER PLACE","Small Operator"
"JUDITH BULLARD","ADMIN",1,1,"NC","WOODBURY WELLNESS CENTER","Small Operator"
"JEREMY M. VICKERS","CEO",1,1,"NJ","THE ESTAUGH T/A MEDFORD LEAS","Small Operator"
"MAEGAN MCELWAIN","ADMINISTRATOR",1,1,"VT","GILL ODD FELLOWS HOME","Small Operator"
"RYAN ZURBUCHEN","EXECUTIVE DIRECTOR",1,1,"WI","SPRING VALLEY HEALTHCARE SERVICES","Small Operator"
"ROBIN WHITMORE","CHIEF EXECUTIVE OFFICER",1,1,"MI","MICHIGAN MASONIC HOME","Small Operator"
"JANET SNIPES","ADMINISTRATOR",1,1,"CO","HOLLY HEIGHTS NURSING CENTER","Small Operator"
"MICHAEL F. FLANAGAN","RECEIVER",1,1,"IL","THE OAKS HEALTH CARE CENTER","Small Operator"
"CHERYL SUTTON","FISCAL ADMINISTRATOR",1,1,"NY","NYS VETERANS HOME AT OXFORD","Small Operator"
"KYLE PAYNE","ADMINISTRATOR",1,1,"NC","CENTRAL CONTINUING CARE OF MT. AIRY","Small Operator"
"DANIEL MANDELBAUM","OWNER",1,1,"OH","ARLINGTON SNF","Small Operator"
"RYAN DELAMARTER","CHIEF LEGAL OFFICER",1,1,"OR","CASCADE TERRACE NURSING CENTER","Small Operator"
"KRISTIN WALKER","VP OF FINANCE",1,1,"UT","FAIRFIELD VILLAGE OF LAYTON","Small Operator"
"RACHEL ZIMMERMAN","CHIEF EXECUTIVE OFFICER",1,1,"ID","ASPEN PARK OF CASCADIA","Small Operator"
"THOMAS FLEMING","CHIEF EXECUTIVE OFFICER",1,1,"ID","ROYAL PLAZA HEALTH AND REHAB","Small Operator"
"CALEB WALTON","DIRECTOR OF OPERATIONS",1,1,"IA","OAKVIEW HOME","Small Operator"
"JASON PARROTT","DOF",1,1,"CA","MAJESTIC MOUNTAIN CARE CENTER","Small Operator"
"JUMAR GARCIA","ADMINISTRATOR",1,1,"CA","GLADSTONE CARE AND REHAB CENTER","Small Operator"
"MENDEL BRECHER","OWNER",1,1,"GA","FOUNTAIN BLUE REHAB AND NURSING","Small Operator"
"MARYRUTH BUTLER","CHIEF EXECUTIVE OFFICER",1,1,"ID","COEUR DALENE OF CASCADIA","Small Operator"
"JANET LANGLOIS","CFO",1,1,"NH","RANNIE WEBSTER FOUNDATION","Small Operator"
"NATHAN ARNN","CEO",1,1,"NC","SMITHFIELD MANOR  INC","Small Operator"
"APRIL SCHAAB","ADMINISTRATOR",1,1,"MI","MICHIGAN CHRISTIAN HOME","Small Operator"
"CRIS ANTIPUESTO","ADMINISTRATOR",1,1,"CT","SENIOR PHILANTHROPY OF STAMFORD LLC","Small Operator"
"DEIDRE SILVAS","ADMINISTRATOR",1,1,"CA","ALMOND VIEW CARE CENTER","Small Operator"
"JOHN HORSTMAN","ADMINISTRATOR",1,1,"CT","SENIOR PHILANTHROPY OF CHESHIRE","Small Operator"
"CHRIS WORCESTER","ASST ADMINISTRATOR",1,1,"IA","TABOR MANOR CARE CENTER","Small Operator"
"NATHAN STADHEIM","CFO",1,1,"ND","WESTERN HORIZONS LIVING CENTERS","Small Operator"
"KAREN BROWN","ADMINISTRATOR",1,1,"PA","DUBOIS NURSING HOME","Small Operator"
"THOMAS WALKUSKI","ADMINISTRATOR",1,1,"CT","SENIOR PHILANTHROPY OF NEWINGTON LLC","Small Operator"
"MARTY LAYMAN","VICE PRESIDENT OF FINANCE",1,1,"IN","HRH DBA ROBIN RUN HEALTH CENTER","Small Operator"
"RYAN STOVER","CHIEF FINANCIAL OFFICER",1,1,"KS","EASTRIDGE NURSING HOME","Small Operator"
"KIMBERLY LEIS","SR VP OF ACCOUNTING",1,1,"KY","MASONIC HOMES OF KY-SHELBYVILLE","Small Operator"
"TRILOCHAN SINGH","CEO",1,1,"CA","HEARTS AND HANDS POST ACUTE CARE","Small Operator"
"JON HENNEMYRE","ADMINISTRATOR",1,1,"FL","MEMORIAL MANOR NURSING HOME","Small Operator"
"GAIL TANNER","ADMINISTRATOR",1,1,"GA","MCRAE MANOR NURSING HOME","Small Operator"
"LISA FOSTER","ADMINISTRATOR",1,1,"CA","THE VINEYARDS HEALTHCARE CENTER","Small Operator"
"ZEB LANDERS","EXECUTIVE DIRECTOR",1,1,"LA","WILLOW WOOD AT WOLDENBERG VILLAGE","Small Operator"
"SEAN STEVENSON","OWNER",1,1,"NH","LANGDON PLACE OF DOVER","Small Operator"
"ALLYSON BAILEY","CEO",1,1,"NJ","NEW JERSEY VETERANS HOME - VINELAND","Small Operator"
"GARET WESTON","VP OF FINANCIAL OPERATIONS",1,1,"PA","BEACON RIDGE  A CHOICE COMMUNITY","Small Operator"
"AMANDA BAILEY","ADMINISTRATOR",1,1,"TX","WALLSVILLE HEALTHCARE INC","Small Operator"
"KAY POOL","ASSOCIATE VICE PRESIDENT",1,1,"FL","MANOR CARE @ LELY PALMS","Small Operator"
"EDWARD FORFA","EXECUTIVE DIRECTOR",1,1,"MA","BERKSHIRE RETIREMENT HOME INCORPORA","Small Operator"
"TIM KELLY","ADMINISTRATOR",1,1,"MN","ST. WILLIAMS LIVING CENTER","Small Operator"
"JESSE HINTZ","CHIEF EXECUTIVE OFFICER",1,1,"ID","WELLSPRING HEALTH & REHAB OF CASCADI","Small Operator"
"MICHAELA SCHMITZ","ADMINISTRATOR",1,1,"MN","WOODLAKE HEALTHCARE AND REHABILITATI","Small Operator"
"RAYMOND TILLER","ADMINISTRATOR",1,1,"SC","CAROLINA HEALTHCARE  INC.","Small Operator"
"TINA BALLARD","CFO",1,1,"TX","MABEE HEALTHCARE","Small Operator"
"KATHERINE STARK","ADMINISTRATOR",1,1,"TX","MIDLOTHIAN HEALTHCARE CENTER","Small Operator"
"SHEILLA G ORTIZ LUIS","ADMINISTRATOR",1,1,"CA","ROSE PARK HEALTHCARE ASSOCIATES  INC","Small Operator"
"NIKKI LEWIS","CFO",1,1,"CO","FRASIER MEADOWS HEALTH CARE CENTER","Small Operator"
"MCCARTHY BOYD","DIRECTOR OF FINANCE",1,1,"CO","KATHERINE AND CHARLES HOVER GREEN HO","Small Operator"
"MOSHE HERMAN","PRESIDENT",1,1,"IL","FRANKLIN GROVE LIVING & REHAB","Small Operator"
"MICHAEL BIDERMAN","MANAGING MEMBER",1,1,"MA","BROOKSIDE REHABILITATION AND HEALTHC","Small Operator"
"AMANDA WINFIELD","EXECUTIVE DIRECTOR",1,1,"MS","LAKELAND NURSING & REHAB CENTER  LLC","Small Operator"
"JIM WALKO","SENIOR VICE PRESIDENT OF FINANCE",1,1,"PA","SPANG CREST MANOR","Small Operator"
"ZENDA HYDEN","VP OF FINANCE",1,1,"TX","THE WESLEYAN SKILLED NURSING AND REH","Small Operator"
"CHARLES ANDY BRAZZEL","MANAGER",1,1,"IN","CORE OF BEDFORD","Small Operator"
"MICHAEL CAMPBELL","HEALTHCARE ADMINISTRATOR",1,1,"GA","SPRING HARBOR AT GREEN ISLAND","Small Operator"
"JULIANNE MARRIOTT","ADMINISTRATOR",1,1,"IA","GLEN HAVEN VILLAGE","Small Operator"
"RHONDA SMITH","EXECUTIVE DIRECTOR",1,1,"MS","MCCOMB NURSING & REHAB CENTER  LLC","Small Operator"
"JIM GREGORY","CFO",1,1,"MO","THE ESTATES OF HIDDEN LAKE","Small Operator"
"CHRIS LOUDER","VP OF FINANCE",1,1,"TN","EMERALD SPRING HILL  INC. DBA THE RE","Small Operator"
"JORDAN BARRETT","CHIEF EXECUTIVE OFFICER",1,1,"ID","WEISER CARE OF CASCADIA","Small Operator"
"KATIE MAYER","ADMINISTRATOR",1,1,"IA","RICEVILLE COMMUNITY REST HOME","Small Operator"
"RON JAEGER","CFO",1,1,"IA","THE METH-WICK COMMUNITY","Small Operator"
"STEVE SEGGERMAN","CHIEF FINANCIAL OFFICER",1,1,"MO","JOHN KNOX VILLAGE","Small Operator"
"PASSION WYANT","ADMINISTRATOR",1,1,"MO","PUTNAM COUNTY CARE CENTER","Small Operator"
"TERRY ANDERSEN","DIRECTOR OF FINANCE",1,1,"CA","CALIFORNIA ARMENIAN HOME","Small Operator"
"HALEY LENTZ","ADMINISTRATOR",1,1,"IA","STACYVILLE COMMUNITY NURSING HOME","Small Operator"
"HAKEEM DAWODU","ADMINISTRATOR",1,1,"MD","TUCKERMAN REHAB & HEALTHCARE","Small Operator"
"ARI LEV","CEO",1,1,"SC","ANDERSON SC OPCO LLC","Small Operator"
"KRISTIN BENNETT","ADMINISTRATOR",1,1,"TX","STONECREEK NURSING & REHAB","Small Operator"
"AMY MUNOZ","ADMINISTRATOR",1,1,"TX","FOSSIL CREEK HEALTHCARE  INC.","Small Operator"
"COLTER DUFFY","ADMINISTRATOR",1,1,"UT","AVENUES HEALTHCARE  INC.","Small Operator"
"KIRK PLAYER","ADMINISTRATOR",1,1,"UT","PRICE HEALTHCARE  INC.","Small Operator"
"WESTON SPIVEY","ADMINISTRATOR",1,1,"UT","ZION HEALTHCARE  INC.","Small Operator"
"LUKE DURTSCHI","ADMINISTRATOR",1,1,"UT","JORDAN HEALTH ASSOCIATES  INC.","Small Operator"
"RYAN ROSS","ADMINISTRATOR",1,1,"UT","RIVERVIEW HEALTHCARE  INC.","Small Operator"
"SPENCER EATON","ADMINISTRATOR",1,1,"UT","CEDAR CITY HEALTHCARE  LLC","Small Operator"
"ZACH JACKSON","CHIEF EXECUTIVE OFFICER",1,1,"WA","SNOHOMISH OF CASCADIA  LLC","Small Operator"
"MARCUS ASHDOWN","ADMINISTRATOR",1,1,"TX","POMERADO RANCH HEALTHCARE  INC.","Small Operator"
"JOHN LARSON","CEO",1,1,"IL","THE BRITISH HOME","Small Operator"
"ANN ABOLT","ADMINISTRATOR",1,1,"IA","BIRKWOOD VILLAGE OF FORT MADISON","Small Operator"
"JUSTIN HARLAND","ADMINISTRATOR",1,1,"KS","FRIENDS OF KANSAS CHRISTIAN HOME","Small Operator"
"BRADEN WISCOMBE","ADMINISTRATOR",1,1,"SC","STARLING HEALTHCARE  INC.","Small Operator"
"CHARLIEN LYNCH","ADMINISTRATOR",1,1,"WA","VANCOUVER SPECIALTY REHAB CARE","Small Operator"
"MAX EDGINTON","ADMINISTRATOR",1,1,"TX","ALICE BRANCH HEALTHCARE LLC","Small Operator"
"MICHELE BAIN","ADMINISTRATOR",1,1,"FL","ALHAMBRA HEALTHCARE & REHABILITATION","Small Operator"
"ARCHIE CLOUGH","CHIEF FINANCIAL OFFICER",1,1,"GA","BAPTIST VILLAGE  INC.","Small Operator"
"TAMMY MURDOCK","ADMINISTRATION",1,1,"MO","GOLDEN AGE NURSING HOME","Small Operator"
"LISA ZAMBER","CFO",1,1,"PA","MEADOWS NURSING CENTER","Small Operator"
"LEONARD SOUTHWICK","ADMINISTRATOR",1,1,"UT","WASHINGTON HEIGHTS HEALTHCARE  INC.","Small Operator"
"MATTHEW CHURCH","ADMINISTRATOR",1,1,"UT","OLYMPUS HEALTH  INC.","Small Operator"
"ALEX EATON","ADMINISTRATOR",1,1,"TX","SAVOY HEALTHCARE  INC.","Small Operator"
"HUNTER FUNKHOUSER","ADMINISTRATOR",1,1,"TX","TOWN EAST HEALTHCARE  INC.","Small Operator"
"TANNER BLISS","ADMINISTRATOR",1,1,"TX","CARROLLTON HEIGHTS HEALTHCARE  INC.","Small Operator"
"TERESA KENNEDY","ADMINISTRATOR",1,1,"TX","NB BROWN ROCK HEALTHCARE  INC.","Small Operator"
"MICHELLE ESSEX","ADMINISTRATOR",1,1,"KY","LORETTO LIVING CENTER","Small Operator"
"JODI SHEPHERD","VP OF ACCOUNTING",1,1,"KY","MAPLE GROVE SENIOR LIVING LLC","Small Operator"
"RICK STILTNER","CHAIRMAN",1,1,"KY","EDGEWOOD ESTATES","Small Operator"
"CHRIS BROWN","EXECUTIVE DIRECTOR/CEO",1,1,"MO","MOUNT CARMEL COMMUNITIES OFALLON","Small Operator"
"ELLIE POLLAK","CFO",1,1,"NY","FOREST HILLS NURSING HOME  INC.","Small Operator"
"MICHAEL MELNICKE","MANAGING MEMBER",1,1,"NY","HENDON GARDEN CENTER  LLC","Small Operator"
"CHARLES WELLS","CFO",1,1,"WA","ROCKWOOD SOUTH","Small Operator"
"DIPA GUPTA","HEALTH CENTER ADMINISTRATOR",1,1,"CA","BAYWOOD COURT HEALTH CENTER","Small Operator"
"WARREN LITMAN","CFO",1,1,"AR","LAKE FOREST SENIOR LIVING AT HOT SPR","Small Operator"
"RICHARD STEFFENS","CHIEF FINANCIAL OFFICER",1,1,"IL","NORWOOD CROSSING ASSOCIATION","Small Operator"
"MARIA BORISEVICH","CFO",1,1,"NV","AVALON - CARE CENTER - VA RENO  LLC","Small Operator"
"JOSH RAHMANAN","ADMINISTRATOR",1,1,"NY","RIVERDALE SNF  LLC","Small Operator"
"KRISTEN BAILEY","ADMINISTRATOR",1,1,"SC","KINGSTON FALLS HEALTHCARE  LLC","Small Operator"
"NEIL CULLEN","ADMINISTRATOR",1,1,"AZ","PARK WAVERLY HEALTHCARE  LLC","Small Operator"
"SHUNG TONG","VICE PRESIDENT OF REIMBURSEMENT",1,1,"CA","ORANGE HEALTHCARE & WELLNESS CENTER","Small Operator"
"MICHAEL BOTWINICK","MANAGER",1,1,"IL","DOWNERS GROVE REHAB & NURSING","Small Operator"
"DAVID SEITLER","CHIEF EXECUUTIVE OFFICER",1,1,"IL","ARC AT BRADLEY","Small Operator"
"GRAYSON HILL","ADMINISTRATOR",1,1,"NC","THE MARGATE HEALTH & REHAB CENTER","Small Operator"
"TIFFANY BIRRELL","CHIEF EXECUTIVE OFFICER",1,1,"WA","HIGHLAND HEALTH AND REHABILITATION O","Small Operator"
"TATE WEICHERS","CHIEF EXECUTIVE OFFICER",1,1,"WA","COLVILLE OF CASCADIA LLC","Small Operator"
"DEREK BOWEN","ADMINISTRATOR",1,1,"AZ","LUDDEN HEALTHCARE  LLC","Small Operator"
"DANIEL OH","ASSISTANT CONTROLER",1,1,"CA","WINDSOR GARDENS CONVALESCENT CENTER","Small Operator"
"PETER O?BRIEN","SHAREHOLDER",1,1,"IL","MADO HEALTHCARE - UPTOWN","Small Operator"
"NICOLE NEAL","ADMINISTRATOR",1,1,"MA","BLUEBERRY HILL OPERATOR LLC","Small Operator"
"JENNIFER HAYES","CHIEF FINANCIAL OFFICER",1,1,"OH","GARDENS AT MCGREGOR","Small Operator"
"DAVID EFROYMSON","CEO",1,1,"TX","WESTVIEW MANOR & REHABILIATION CENTE","Small Operator"
"KRISTY WATSON","CHIEF FINANCIAL OFFICER",1,1,"WV","PENDLETON MANOR","Small Operator"
"MARCUS OATES","EXECUTIVE DIRECTOR",1,1,"GA","DOUGLASVILLE NURSING & REHAB CTR LLC","Small Operator"
"JEREMY AMSTER","MANAGER",1,1,"IL","TOWER HILL HEALTHCARE CENTER","Small Operator"
"ANGELA MOORE","ADMINISTRATOR/CEO",1,1,"KS","SHARON LANE HEALTH SERVICES","Small Operator"
"TERYN WALDENBERG","CHIEF FINANCIAL OFFICER",1,1,"MT","IMMANUEL LIVING","Small Operator"
"MEGHAN SCHROM","ADMINISTRATOR",1,1,"PA","REST HAVEN YORK","Small Operator"
"OAKLEY PATERSON","ADMINISTRATOR",1,1,"TX","THORNTREE HEALTHCARE  INC.","Small Operator"
"COLIN DELAHUNTY","ADMINISTRATOR",1,1,"UT","WATERFALL CANYON HEALTHCARE  LLC","Small Operator"
"BILL STRADER","CEO/CFO",1,1,"WA","PANORAMA CONVALESCENT & REHAB CENTER","Small Operator"
"LYNNE CROCKFORD","ADMINISTRATOR",1,1,"WI","MARYHILL MANOR  INC","Small Operator"
"THOMAS RACKLIFFE","ADMINISTRATOR",1,1,"MA","CENTER FOR EXTENDED CARE @ AMHERST","Small Operator"
"PATRICIA LUDINGTON","ADMINISTRATOR",1,1,"NY","LUTHERAN CENTER AT POUGHKEEPSIE  INC","Small Operator"
"TROY JOHNSON","ADMINISTRATOR",1,1,"TX","DALLAS CTY HOSP DIST DBA DENTON R&N","Small Operator"
"KENDRA BETZ","ADMINISTRATOR",1,1,"TX","APPALOOSA HEALTHCARE  INC.","Small Operator"
"AYA WILKINS","ADMINISTRATOR",1,1,"TX","FOREST PARK NURSING & REHABILITATION","Small Operator"
"DR. MONA BAUGH","ADMINISTRATOR",1,1,"TX","THE HILLCREST OF NORTH DALLAS","Small Operator"
"HOWARD PAYNE","ADMINISTRATOR",1,1,"FL","SUNSET LAKE HEALTHCARE AND REHABILIT","Small Operator"
"KYLE JOHNSON","ADMINISTRATOR",1,1,"PA","THE SARAH A. REED RETIREMENT CENTER","Small Operator"
"PRINCESS HERNANDEZ","ADMINISTRATOR",1,1,"TX","WEST ASHBY HEALTHCARE  INC.","Small Operator"
"ZACHARY WOOD","ADMINISTRATOR",1,1,"UT","CARDIFF HEALTHCARE  INC.","Small Operator"
"DUSTIN GROFF","ADMINISTRATOR",1,1,"UT","HUENEME HEALTHCARE  INC.","Small Operator"
"TYLER KENDALL","CEO",1,1,"VA","WESTMINSTER-CANTERBURY OF THE BLUE R","Small Operator"
"YAAKOV MOSESON","DIRECTOR OF SPECIAL PROJECTS",1,1,"WY","BIG HORN REHABILITATION & CARE CENTE","Small Operator"
"CORTLAND BLOMQUIST","ADMINISTRATOR",1,1,"TX","MYRTLE SPRINGS HEALTHCARE INC","Small Operator"
"HAROLD HALDEY","CHIEF FINANCIAL OFFICER",1,1,"TX","REGENT CARE CENTER OF OAKWELL FARMS","Small Operator"
"LINDA CARCANO","ADMINISTRATOR",1,1,"TX","TOWN EAST REHABILITATION","Small Operator"
"MARISSA KEATING","ADMINISTRATOR",1,1,"CO","LOWRY HILLS CARE AND REHABILITATION","Small Operator"
"CHAIM BURSZTYN","ADMINISTRATOR",1,1,"FL","NORTH BEACH HEALTHCARE AND REHABILIT","Small Operator"
"CHUCK M. CRUSH","LNHA  ADMINISTRATOR",1,1,"NH","SALEMHAVEN NURSING HOME","Small Operator"
"CHRISTINA VILLANUEVA","EXECUTIVE VICE-PRESIDENT / CHIEF FIN",1,1,"NY","UNITED HEBREW GERIATRIC CENTER","Small Operator"
"KIM ROGUSZEWSKI","CEO",1,1,"PA","RIDDLE VILLAGE","Small Operator"
"JACOB MCKAY","ADMINISTRATOR",1,1,"TX","MOONFLOWER HEALTHCARE  INC.","Small Operator"
"MARCI BOISEY","ADMINISTRATOR",1,1,"TX","SOUTHERN OAKS HEALTHCARE  INC.","Small Operator"
"EDELMIRO GARZA","ADMINISTRATOR",1,1,"TX","DESSAU HEALTHCARE  INC.","Small Operator"
"EFFIE GALETSIS-LALIOS","CFO",1,1,"IL","GREEK AMERICAN REHAB AND CARE CTR","Small Operator"
"STEVE HOLDA","CFO",1,1,"MI","EVANGELICAL HOME SALINE","Small Operator"
"KIM LEE","CFO",1,1,"TX","JACK CO DBA AVIR AT JACKSBORO","Small Operator"
"JEREMY MELDRUM","ADMINISTRATOR",1,1,"UT","SOUTH VALLEY HEALTHCARE  INC.","Small Operator"
"NICOLE MACKEY","ADMINISTRATOR",1,1,"TX","GETZENDANER HEALTHCARE  INC.","Small Operator"
"MARTIN HARRIS","ADMINISTRATOR",1,1,"TX","DUCK CREEK HEALTHCARE  INC.","Small Operator"
"JONAH WEISS","ADMINISTRATOR",1,1,"CA","GARDENA CONVALESCENT CENTER","Small Operator"
"KATIE ROBINSON","ADMINISTRATOR",1,1,"IN","PEABODY RETIREMENT COMMUNITY","Small Operator"
"AHRON KATZ","MANAGER",1,1,"WY","POLARIS REHABILITATION & CARE CENTER","Small Operator"
"VALERIE DUNN","EXECUTIVE DIRECTOR",1,1,"AR","TRINITY VILLAGE MEDICAL CENTER","Small Operator"
"TRACI TODD","CFO",1,1,"GA","GIBSON HEALTH OPCO LLC","Small Operator"
"NICOLAS PERAINO","PRESIDENT",1,1,"MI","POMEROY LIVING STERLING SKILLED REHA","Small Operator"
"ANTHONY RESTAINO","EXECUTIVE DIRECTOR",1,1,"NY","NORWEGIAN CHRISTIAN HOME & HLTH CTR","Small Operator"
"KAY DRIVER","VICE PRESIDENT OF FINANCE",1,1,"PA","FAIRMOUNT HOMES","Small Operator"
"BRENT HALES","CHIEF FINANCIAL OFFICER",1,1,"UT","UINTAH BASIN & SENIOR VILLA","Small Operator"
"DAVID TANCK","CEO",1,1,"WI","CEDAR CREST HEALTH CENTER","Small Operator"
"CORTNEE COOMER","AR MANAGER",1,1,"TX","WILLOW SPRINGS HEALTH & REHABILITATI","Small Operator"
"MELISSA VANDEWALLE","ADMINISTRATOR",1,1,"NE","LITZENBERG MEMORIAL COUNTY HOSPITAL","Small Operator"
"SHLOMO LEVI","OWNER",1,1,"CT","THE VILLA AT STAMFORD","Small Operator"
"PATRICK TOWNSEND","ADMINISTRATOR",1,1,"CT","GRANDVIEW REHAB & HLTHCARE CENTER","Small Operator"
"MOSHE BERNSTEIN","CFO",1,1,"CT","HAMDEN HEALTH CARE","Small Operator"
"AMANDA HOEVEMEYER","FACILITY ADMINISTRATOR",1,1,"MI","ADRIAN BAY REHAB AND NURSING CENTER","Small Operator"
"DAVID ROLL","ADMINISTRATOR",1,1,"NY","ATLANTIS OPS D//B/A PHOENIX","Small Operator"
"CHARMAINE PREISS","EXECUTIVE DIRECTOR",1,1,"VA","BRANDERMILL WOODS HEALTH CARE CENTER","Small Operator"
"MICHAEL CONNELL","TREASURER & CFO",1,1,"CA","MERCY RETIREMENT & CARE CENTER","Small Operator"
"MAURA PANOS","CONTROLLER",1,1,"TX","MAGNOLIA PLACE HEALTH CARE L.L.P.","Small Operator"
"FELICIA MUNIZ","ADMINISTRATOR",1,1,"TX","COW CREEK HEALTHCARE  INC.","Small Operator"
"LORIE NEWSOME","ADMINISTRATOR",1,1,"GA","THOMSON HEALTH & REHABILITATION","Small Operator"
"LORI HUGHES","ADMINISTRATOR",1,1,"GA","WRIGHTSVILLE MANOR HEALTH AND REHAB","Small Operator"
"NATASHA PIECIAK","ADMINISTRATOR",1,1,"MA","MONT MARIE OPERATOR","Small Operator"
"KRYSTEN WOOD","FACILITY ADMINISTRATOR",1,1,"MI","MONROE SPRINGS OPERATING","Small Operator"
"ALICIA BAILEY","EXECUTIVE DIRECTOR",1,1,"MS","RULEVILLE NURSING & REHAB CENTER LLC","Small Operator"
"SCOTT OLIVER","EXECUTIVE DIRECTOR",1,1,"TN","BRADLEY HEALTHCARE & REHAB.","Small Operator"
"MARY C. RODGER","DIRECTOR OF ACCOUNTING",1,1,"VA","RICHFIELD HEALTH CENTER","Small Operator"
"LOUPEL ANTIQUIERA","ADMINSTRATOR",1,1,"WA","HOQUIAM HEALTHCARE  INC.","Small Operator"
"JILL BROWN","CFO",1,1,"GA","CALHOUN NURSING HOME","Small Operator"
"JASON MANN","EXECUTIVE DIRECTOR",1,1,"MS","CLEVELAND NURSING & REHAB CENTER LLC","Small Operator"
"NICOLAI HOOPPAW","EXECUTIVE DIRECTOR",1,1,"MS","MANHATTAN NURSING & REHAB CENTER LLC","Small Operator"
"YOSEF MITTELMAN","CHIEF FINANCIAL OFFICER",1,1,"NH","EDGEWOOD MANOR  INC .","Small Operator"
"STEVEN WOODS","CEO",1,1,"NH","PRESIDENTIAL OAKS","Small Operator"
"DAVID VANHOOSE","CONTROLLER",1,1,"OH","ALTERCARE TRANSITIONAL CARE OF THE W","Small Operator"
